sequence,class
"[(0.0, 'calories_1', 38820.0), (0.0, 'bpm_1', 7260.0), (360.0, 'distance_1', 42360.0), (360.0, 'steps_1', 42360.0), (780.0, 'calories_2', 18900.0), (840.0, 'calories_3', 0.0), (900.0, 'wake', 30.0), (930.0, 'light', 1680.0), (2610.0, 'deep', 1470.0), (4080.0, 'light', 510.0), (4590.0, 'rem', 930.0), (5520.0, 'light', 810.0), (6330.0, 'deep', 1650.0), (7320.0, 'bpm_1', 5580.0), (7980.0, 'light', 750.0), (8730.0, 'deep', 480.0), (9000.0, 'bpm_2', 0.0), (9210.0, 'light', 1050.0), (10260.0, 'rem', 1140.0), (11400.0, 'light', 1170.0), (12570.0, 'wake', 300.0), (12870.0, 'light', 480.0), (12960.0, 'bpm_1', 7920.0), (13350.0, 'rem', 990.0), (13440.0, 'calories_3', 0.0), (14340.0, 'light', 1920.0), (16260.0, 'rem', 330.0), (16590.0, 'light', 630.0), (17220.0, 'rem', 330.0), (17550.0, 'light', 90.0), (17640.0, 'wake', 2190.0), (19830.0, 'light', 1260.0), (20940.0, 'bpm_2', 21300.0), (21060.0, 'distance_2', 12900.0), (21060.0, 'steps_2', 12900.0), (21090.0, 'wake', 330.0), (21120.0, 'bpm_3', 21240.0), (21360.0, 'bpm_4', 14940.0), (21420.0, 'light', 330.0), (21750.0, 'wake', 300.0), (22050.0, 'light', 120.0), (22170.0, 'wake', 510.0), (22260.0, 'calories_2', 23700.0), (22680.0, 'light', 930.0), (23610.0, 'wake', 210.0), (23820.0, 'light', 540.0), (24360.0, 'SleepScore', 67.0), (24480.0, 'calories_3', 15360.0), (25726.0, 'Walk', 1690000.0), (32220.0, 'bpm_1', 6060.0), (38700.0, 'distance_2', 16800.0), (38700.0, 'steps_2', 16800.0), (38820.0, 'bpm_4', 17520.0), (39000.0, 'calories_1', 33000.0), (40920.0, 'calories_3', 18300.0), (42879.0, 'Walk', 3789000.0), (46920.0, 'distance_1', 25080.0), (46920.0, 'steps_1', 25080.0), (47231.0, 'Run', 3994000.0), (52620.0, 'bpm_3', 18780.0), (55620.0, 'calories_2', 16320.0), (56160.0, 'distance_2', 9060.0), (56160.0, 'steps_2', 9060.0), (56400.0, 'bpm_4', 12840.0), (56520.0, 'bpm_1', 2400.0), (57240.0, 'bpm_2', 14760.0), (59700.0, 'calories_3', 11760.0), (70260.0, 'bpm_1', 1560.0)]",3
"[(0.0, 'calories_1', 33000.0), (0.0, 'bpm_1', 25740.0), (14880.0, 'distance_1', 57060.0), (14880.0, 'steps_1', 57060.0), (14880.0, 'bpm_4', 15300.0), (15060.0, 'distance_2', 33060.0), (15060.0, 'steps_2', 33060.0), (15420.0, 'bpm_2', 15240.0), (15840.0, 'bpm_3', 11040.0), (18480.0, 'calories_3', 11760.0), (18960.0, 'calories_2', 34080.0), (26100.0, 'bpm_1', 25620.0), (26940.0, 'bpm_3', 13320.0), (30480.0, 'calories_3', 11880.0), (31320.0, 'bpm_4', 13260.0), (36720.0, 'bpm_2', 15900.0), (40320.0, 'calories_1', 31680.0), (40320.0, 'bpm_3', 13680.0), (44340.0, 'calories_3', 11460.0), (44940.0, 'bpm_4', 12000.0), (48660.0, 'distance_2', 23040.0), (48660.0, 'steps_2', 23040.0), (51780.0, 'bpm_1', 18840.0), (52800.0, 'bpm_2', 19200.0), (53100.0, 'calories_2', 18780.0), (57000.0, 'bpm_3', 14940.0), (57240.0, 'calories_3', 12000.0), (58740.0, 'bpm_4', 13080.0), (62625.0, 'Walk', 1126000.0), (69946.0, 'Walk', 1536000.0)]",3
"[(0.0, 'calories_1', 38520.0), (0.0, 'bpm_1', 7320.0), (180.0, 'bpm_2', 29700.0), (240.0, 'light', 1440.0), (720.0, 'distance_1', 24000.0), (720.0, 'steps_1', 24000.0), (1200.0, 'bpm_3', 28800.0), (1680.0, 'deep', 1560.0), (2040.0, 'bpm_4', 60.0), (3240.0, 'light', 1440.0), (4320.0, 'calories_2', 24000.0), (4680.0, 'rem', 780.0), (5460.0, 'wake', 870.0), (5640.0, 'calories_3', 300.0), (6330.0, 'light', 2610.0), (8940.0, 'rem', 270.0), (9210.0, 'light', 4470.0), (10260.0, 'bpm_4', 0.0), (13680.0, 'rem', 2370.0), (16050.0, 'light', 2340.0), (16860.0, 'bpm_1', 8040.0), (18390.0, 'rem', 1560.0), (19950.0, 'light', 4860.0), (21360.0, 'bpm_4', 14940.0), (24810.0, 'wake', 1080.0), (24840.0, 'distance_1', 22260.0), (24840.0, 'steps_1', 22260.0), (24900.0, 'calories_3', 19440.0), (24900.0, 'distance_2', 15720.0), (24900.0, 'steps_2', 15720.0), (25890.0, 'light', 1590.0), (27480.0, 'rem', 270.0), (27750.0, 'SleepScore', 78.0), (29580.0, 'calories_2', 21960.0), (30343.0, 'Walk', 2202000.0), (33780.0, 'bpm_3', 16080.0), (34680.0, 'bpm_1', 10440.0), (34860.0, 'bpm_2', 30900.0), (40380.0, 'bpm_4', 11040.0), (40680.0, 'calories_1', 28680.0), (44640.0, 'calories_3', 16020.0), (47160.0, 'distance_1', 19620.0), (47160.0, 'steps_1', 24840.0), (47880.0, 'distance_2', 9120.0), (47880.0, 'steps_2', 9120.0), (50160.0, 'bpm_3', 16740.0), (51600.0, 'calories_2', 18600.0), (52320.0, 'bpm_1', 15960.0), (62820.0, 'calories_3', 9180.0), (62940.0, 'distance_2', 9060.0), (62940.0, 'steps_2', 9000.0), (64500.0, 'bpm_4', 7500.0), (67003.0, 'Walk', 5017000.0)]",3
"[(0.0, 'calories_1', 39180.0), (0.0, 'bpm_1', 21420.0), (240.0, 'distance_1', 18000.0), (240.0, 'steps_1', 18000.0), (1440.0, 'calories_2', 24540.0), (1590.0, 'light', 2130.0), (3720.0, 'wake', 210.0), (3930.0, 'light', 1770.0), (5700.0, 'rem', 1110.0), (6810.0, 'light', 1830.0), (8640.0, 'deep', 1050.0), (9690.0, 'light', 480.0), (10170.0, 'deep', 450.0), (10620.0, 'light', 780.0), (11400.0, 'rem', 330.0), (11730.0, 'light', 3090.0), (13260.0, 'bpm_2', 15180.0), (14820.0, 'rem', 3270.0), (18090.0, 'light', 1770.0), (18180.0, 'calories_3', 0.0), (18840.0, 'distance_1', 18240.0), (18840.0, 'steps_1', 18240.0), (19860.0, 'deep', 750.0), (20610.0, 'wake', 2310.0), (21000.0, 'distance_2', 6720.0), (21000.0, 'steps_2', 6720.0), (21060.0, 'bpm_3', 27720.0), (21480.0, 'bpm_4', 14820.0), (22920.0, 'SleepScore', 83.0), (24600.0, 'calories_3', 13200.0), (24649.0, 'Walk', 1075000.0), (26220.0, 'calories_2', 28980.0), (29400.0, 'bpm_2', 17580.0), (32520.0, 'bpm_1', 0.0), (33600.0, 'distance_2', 60.0), (33600.0, 'steps_2', 60.0), (37380.0, 'distance_1', 16680.0), (37380.0, 'steps_1', 16680.0), (39480.0, 'calories_1', 32520.0), (39720.0, 'distance_2', 6660.0), (39720.0, 'steps_2', 6660.0), (39840.0, 'bpm_4', 17880.0), (43320.0, 'calories_3', 18180.0), (46440.0, 'bpm_1', 2100.0), (48840.0, 'bpm_3', 23160.0), (49140.0, 'bpm_2', 22800.0), (50580.0, 'distance_2', 7320.0), (50580.0, 'steps_2', 7320.0), (53854.0, 'Walk', 2406000.0), (56160.0, 'calories_2', 15600.0), (56280.0, 'distance_1', 15720.0), (56280.0, 'steps_1', 15720.0), (63540.0, 'calories_3', 7800.0), (63900.0, 'bpm_1', 7980.0), (64620.0, 'bpm_4', 6300.0), (64800.0, 'distance_2', 6000.0), (64800.0, 'steps_2', 6000.0)]",2
"[(0.0, 'calories_1', 26760.0), (0.0, 'bpm_1', 21780.0), (960.0, 'distance_1', 13320.0), (960.0, 'steps_1', 13320.0), (2400.0, 'bpm_2', 19440.0), (2640.0, 'rem', 570.0), (3210.0, 'light', 3540.0), (4560.0, 'calories_2', 13320.0), (6750.0, 'rem', 510.0), (6960.0, 'calories_3', 0.0), (7260.0, 'light', 5340.0), (12600.0, 'rem', 1290.0), (13890.0, 'light', 2790.0), (15780.0, 'distance_1', 20580.0), (15780.0, 'steps_1', 20640.0), (16680.0, 'rem', 1050.0), (17040.0, 'bpm_4', 20940.0), (17730.0, 'light', 120.0), (17850.0, 'wake', 210.0), (18060.0, 'light', 1890.0), (19380.0, 'calories_2', 20580.0), (19950.0, 'wake', 270.0), (20220.0, 'light', 150.0), (20370.0, 'wake', 630.0), (20700.0, 'calories_3', 22380.0), (21000.0, 'light', 270.0), (21270.0, 'rem', 540.0), (21420.0, 'bpm_3', 12060.0), (21810.0, 'light', 1380.0), (21900.0, 'distance_2', 11460.0), (21900.0, 'steps_2', 11460.0), (23190.0, 'wake', 1110.0), (24300.0, 'SleepScore', 75.0), (28380.0, 'bpm_2', 20340.0), (31980.0, 'calories_1', 17460.0), (33540.0, 'bpm_1', 16020.0), (36420.0, 'distance_1', 15840.0), (36480.0, 'steps_1', 15780.0), (36840.0, 'bpm_3', 15480.0), (39060.0, 'distance_2', 8340.0), (39060.0, 'steps_2', 8340.0), (39480.0, 'bpm_4', 32220.0), (40200.0, 'calories_2', 15600.0), (43140.0, 'calories_3', 28740.0), (49680.0, 'distance_2', 9060.0), (49680.0, 'steps_2', 9480.0), (49860.0, 'calories_1', 21660.0), (49920.0, 'bpm_2', 21540.0), (50603.0, 'Outdoor Bike', 1253000.0), (51420.0, 'bpm_1', 20220.0), (52420.0, 'Walk', 4198000.0), (54480.0, 'distance_1', 17520.0), (54480.0, 'steps_1', 17520.0), (57000.0, 'bpm_3', 15000.0), (59160.0, 'distance_2', 11040.0), (59220.0, 'steps_2', 10980.0), (60600.0, 'calories_2', 11400.0)]",3
"[(0.0, 'calories_1', 41400.0), (0.0, 'bpm_2', 32160.0), (60.0, 'bpm_3', 18960.0), (600.0, 'distance_1', 18480.0), (600.0, 'steps_1', 18480.0), (1290.0, 'deep', 1650.0), (2940.0, 'light', 720.0), (3120.0, 'calories_2', 19500.0), (3660.0, 'deep', 570.0), (4230.0, 'light', 1680.0), (4740.0, 'bpm_4', 360.0), (5910.0, 'deep', 1110.0), (7020.0, 'light', 480.0), (7500.0, 'deep', 270.0), (7770.0, 'light', 840.0), (8610.0, 'rem', 270.0), (8880.0, 'light', 360.0), (9240.0, 'rem', 270.0), (9510.0, 'light', 3840.0), (11460.0, 'bpm_4', 18060.0), (13350.0, 'rem', 1890.0), (14400.0, 'bpm_1', 13380.0), (15240.0, 'light', 870.0), (16110.0, 'rem', 270.0), (16380.0, 'light', 5100.0), (19140.0, 'bpm_3', 18960.0), (20220.0, 'distance_1', 17940.0), (20220.0, 'steps_1', 17940.0), (21480.0, 'rem', 990.0), (22470.0, 'wake', 510.0), (22680.0, 'calories_3', 28500.0), (22980.0, 'light', 30.0), (23010.0, 'rem', 330.0), (23340.0, 'light', 3060.0), (23820.0, 'calories_2', 17940.0), (26400.0, 'wake', 420.0), (26820.0, 'rem', 2790.0), (29100.0, 'distance_2', 20880.0), (29100.0, 'steps_2', 20880.0), (29580.0, 'bpm_4', 25980.0), (29610.0, 'light', 30.0), (29640.0, 'wake', 300.0), (29940.0, 'light', 300.0), (30240.0, 'wake', 390.0), (30630.0, 'light', 120.0), (30750.0, 'wake', 390.0), (31140.0, 'light', 330.0), (31470.0, 'SleepScore', 80.0), (33060.0, 'bpm_1', 60.0), (38214.0, 'Run', 7806000.0), (46020.0, 'distance_1', 25980.0), (46020.0, 'steps_1', 25980.0), (47760.0, 'bpm_3', 23880.0), (49440.0, 'bpm_2', 21960.0), (50280.0, 'distance_2', 12540.0), (50280.0, 'steps_2', 12540.0), (50400.0, 'calories_2', 21240.0), (51360.0, 'calories_1', 20340.0), (51720.0, 'bpm_1', 1860.0), (52020.0, 'calories_3', 19980.0), (56280.0, 'bpm_4', 15720.0), (61080.0, 'bpm_1', 7560.0), (67140.0, 'distance_2', 4080.0), (67140.0, 'steps_2', 4080.0)]",0
"[(0.0, 'calories_1', 36300.0), (0.0, 'bpm_2', 32640.0), (180.0, 'bpm_3', 18120.0), (420.0, 'calories_2', 21240.0), (450.0, 'wake', 390.0), (600.0, 'distance_1', 41100.0), (600.0, 'steps_1', 20160.0), (840.0, 'light', 1920.0), (2760.0, 'wake', 840.0), (3600.0, 'light', 360.0), (3960.0, 'wake', 630.0), (4590.0, 'light', 900.0), (5490.0, 'deep', 1590.0), (7080.0, 'light', 1530.0), (8610.0, 'wake', 420.0), (9030.0, 'light', 270.0), (9300.0, 'wake', 420.0), (9720.0, 'light', 180.0), (9900.0, 'wake', 300.0), (10200.0, 'light', 4680.0), (14880.0, 'rem', 3570.0), (15000.0, 'bpm_1', 11100.0), (18450.0, 'light', 1800.0), (20250.0, 'rem', 1410.0), (21660.0, 'wake', 540.0), (21780.0, 'calories_3', 49740.0), (22200.0, 'steps_1', 20400.0), (22200.0, 'light', 30.0), (22230.0, 'rem', 1410.0), (23400.0, 'calories_2', 25800.0), (23400.0, 'bpm_3', 19980.0), (23640.0, 'SleepScore', 64.0), (26520.0, 'distance_2', 13860.0), (26520.0, 'steps_2', 13800.0), (31440.0, 'bpm_4', 9360.0), (33233.0, 'Walk', 2765000.0), (36600.0, 'bpm_1', 60.0), (39736.0, 'Walk', 2765000.0), (40380.0, 'steps_2', 9300.0), (40440.0, 'distance_2', 9240.0), (40860.0, 'bpm_4', 7500.0), (42600.0, 'distance_1', 29340.0), (42660.0, 'steps_1', 29280.0), (45420.0, 'bpm_3', 26520.0), (46494.0, 'Walk', 1792000.0), (49080.0, 'calories_1', 22920.0), (49620.0, 'bpm_4', 10680.0), (49740.0, 'distance_2', 10500.0), (49740.0, 'steps_2', 10500.0), (49740.0, 'bpm_1', 60.0), (52020.0, 'calories_2', 19800.0), (57420.0, 'bpm_2', 14580.0), (60420.0, 'bpm_1', 11460.0), (61380.0, 'bpm_4', 10080.0), (66120.0, 'distance_2', 5280.0), (66120.0, 'steps_2', 5280.0)]",0
"[(0.0, 'calories_1', 28680.0), (0.0, 'bpm_1', 25140.0), (780.0, 'distance_1', 20280.0), (780.0, 'steps_1', 20280.0), (780.0, 'bpm_2', 23820.0), (840.0, 'calories_2', 9480.0), (990.0, 'light', 900.0), (1890.0, 'deep', 2490.0), (4380.0, 'wake', 810.0), (5190.0, 'light', 2760.0), (6180.0, 'bpm_3', 12240.0), (6600.0, 'bpm_4', 12060.0), (7950.0, 'deep', 330.0), (8280.0, 'light', 1320.0), (9600.0, 'wake', 510.0), (10110.0, 'light', 2250.0), (10200.0, 'calories_3', 0.0), (12360.0, 'rem', 390.0), (12750.0, 'light', 660.0), (13020.0, 'calories_2', 11640.0), (13410.0, 'rem', 270.0), (13680.0, 'light', 2880.0), (16560.0, 'rem', 960.0), (17520.0, 'wake', 900.0), (17940.0, 'calories_3', 5160.0), (18420.0, 'light', 660.0), (19080.0, 'wake', 840.0), (19920.0, 'rem', 1830.0), (21750.0, 'light', 60.0), (21810.0, 'wake', 1080.0), (22890.0, 'light', 3480.0), (24900.0, 'distance_1', 23160.0), (24900.0, 'steps_1', 23160.0), (25200.0, 'distance_2', 2040.0), (25200.0, 'steps_2', 2040.0), (25200.0, 'bpm_2', 23640.0), (25260.0, 'bpm_3', 25020.0), (25440.0, 'bpm_4', 6420.0), (26370.0, 'deep', 900.0), (27270.0, 'wake', 300.0), (27570.0, 'SleepScore', 66.0), (28500.0, 'calories_2', 12660.0), (28800.0, 'calories_3', 17220.0), (30180.0, 'calories_1', 21960.0), (32040.0, 'distance_2', 0.0), (32040.0, 'steps_2', 0.0), (33480.0, 'bpm_4', 9780.0), (41280.0, 'calories_2', 11940.0), (42180.0, 'distance_2', 3600.0), (42180.0, 'steps_2', 3600.0), (42240.0, 'bpm_1', 9240.0), (44100.0, 'bpm_4', 9060.0), (46080.0, 'calories_3', 25740.0), (48120.0, 'distance_1', 23580.0), (48120.0, 'steps_1', 23580.0), (49320.0, 'distance_2', 4560.0), (49320.0, 'steps_2', 4560.0), (50172.0, 'Sport', 1997000.0), (52169.0, 'Walk', 922000.0), (53220.0, 'bpm_3', 18180.0), (54060.0, 'bpm_2', 17820.0), (56760.0, 'calories_2', 15000.0), (56820.0, 'bpm_1', 15180.0), (57600.0, 'calories_1', 14400.0), (58080.0, 'distance_2', 7860.0), (58080.0, 'steps_2', 7860.0), (58320.0, 'bpm_4', 8880.0), (58928.0, 'Walk', 3430000.0)]",2
"[(0.0, 'calories_1', 24720.0), (0.0, 'bpm_1', 7800.0), (7860.0, 'bpm_1', 7260.0), (15180.0, 'bpm_1', 9840.0), (24780.0, 'calories_1', 27240.0), (25080.0, 'distance_1', 26460.0), (25080.0, 'steps_1', 26340.0), (25080.0, 'bpm_4', 18300.0), (25320.0, 'distance_2', 14400.0), (25320.0, 'steps_2', 14400.0), (25500.0, 'bpm_3', 24300.0), (26280.0, 'bpm_2', 10920.0), (28680.0, 'calories_3', 14760.0), (29160.0, 'calories_2', 24300.0), (31635.0, 'Walk', 1536000.0), (37260.0, 'bpm_2', 11160.0), (43500.0, 'bpm_1', 840.0), (45780.0, 'bpm_4', 26220.0), (46440.0, 'calories_3', 24300.0), (49620.0, 'distance_2', 10980.0), (49620.0, 'steps_2', 12120.0), (50092.0, 'Weights', 3564000.0), (52920.0, 'distance_1', 17580.0), (52920.0, 'steps_1', 17580.0), (55080.0, 'bpm_3', 15480.0), (55140.0, 'bpm_2', 6240.0), (58020.0, 'calories_2', 13980.0), (58860.0, 'calories_1', 12240.0), (60720.0, 'distance_2', 11280.0), (62460.0, 'bpm_1', 6780.0), (63900.0, 'steps_2', 8100.0), (64140.0, 'bpm_2', 6180.0), (70650.0, 'Walk', 3891000.0)]",2
"[(0.0, 'calories_1', 31920.0), (0.0, 'bpm_1', 22800.0), (960.0, 'distance_1', 14880.0), (960.0, 'steps_1', 14880.0), (1200.0, 'bpm_2', 24420.0), (1980.0, 'calories_2', 17460.0), (2100.0, 'light', 2670.0), (3840.0, 'bpm_3', 0.0), (4770.0, 'wake', 210.0), (4980.0, 'light', 390.0), (5370.0, 'deep', 540.0), (5910.0, 'light', 750.0), (6660.0, 'deep', 330.0), (6990.0, 'light', 300.0), (7290.0, 'rem', 270.0), (7560.0, 'wake', 840.0), (8400.0, 'light', 1380.0), (9780.0, 'rem', 360.0), (10140.0, 'light', 2640.0), (12780.0, 'wake', 240.0), (13020.0, 'light', 180.0), (13200.0, 'wake', 450.0), (13650.0, 'light', 360.0), (14010.0, 'rem', 330.0), (14340.0, 'light', 2730.0), (17070.0, 'wake', 870.0), (17340.0, 'distance_1', 29580.0), (17340.0, 'steps_1', 29580.0), (17940.0, 'light', 60.0), (18000.0, 'rem', 1110.0), (19110.0, 'light', 720.0), (19830.0, 'rem', 2280.0), (20940.0, 'calories_2', 29520.0), (20940.0, 'bpm_3', 21060.0), (22110.0, 'light', 1710.0), (22920.0, 'distance_2', 1020.0), (22920.0, 'steps_2', 1020.0), (23220.0, 'bpm_4', 6360.0), (23820.0, 'wake', 2160.0), (25980.0, 'SleepScore', 74.0), (26460.0, 'calories_3', 11940.0), (27540.0, 'distance_2', 2940.0), (27540.0, 'steps_2', 2940.0), (28980.0, 'bpm_2', 26760.0), (33840.0, 'bpm_4', 7140.0), (34200.0, 'calories_1', 37740.0), (37680.0, 'distance_2', 5580.0), (37680.0, 'steps_2', 5580.0), (39060.0, 'bpm_1', 3720.0), (41220.0, 'calories_3', 12480.0), (42060.0, 'bpm_3', 14280.0), (45300.0, 'distance_2', 4500.0), (45300.0, 'steps_2', 4500.0), (45544.0, 'Walk', 4301000.0), (45600.0, 'bpm_4', 4620.0), (49860.0, 'distance_1', 21600.0), (49860.0, 'steps_1', 21600.0), (52020.0, 'bpm_1', 5280.0), (53760.0, 'calories_2', 18240.0), (55740.0, 'distance_2', 4140.0), (55740.0, 'steps_2', 4140.0), (56296.0, 'Walk', 2918000.0), (56400.0, 'bpm_4', 9360.0), (59340.0, 'calories_3', 11940.0), (60420.0, 'bpm_3', 6180.0), (61620.0, 'distance_2', 3840.0), (61620.0, 'steps_2', 3840.0), (61740.0, 'bpm_1', 7860.0), (64440.0, 'bpm_2', 7560.0)]",2
"[(0.0, 'calories_3', 120.0), (0.0, 'bpm_1', 6840.0), (120.0, 'wake', 420.0), (180.0, 'calories_2', 7500.0), (300.0, 'calories_1', 18840.0), (540.0, 'light', 660.0), (1200.0, 'rem', 1770.0), (2640.0, 'distance_1', 15720.0), (2640.0, 'steps_1', 15720.0), (2970.0, 'light', 1410.0), (3600.0, 'bpm_2', 11640.0), (4380.0, 'deep', 1740.0), (6120.0, 'light', 1050.0), (6900.0, 'bpm_1', 5880.0), (7170.0, 'wake', 300.0), (7470.0, 'light', 150.0), (7620.0, 'wake', 270.0), (7890.0, 'light', 120.0), (8010.0, 'wake', 960.0), (8970.0, 'light', 4770.0), (11460.0, 'bpm_3', 0.0), (12840.0, 'bpm_1', 11880.0), (13740.0, 'rem', 390.0), (14130.0, 'light', 150.0), (14280.0, 'wake', 1020.0), (15300.0, 'light', 1440.0), (16740.0, 'deep', 360.0), (17100.0, 'light', 60.0), (17160.0, 'rem', 270.0), (17430.0, 'light', 810.0), (18240.0, 'wake', 300.0), (18540.0, 'light', 2850.0), (19200.0, 'calories_1', 15780.0), (20940.0, 'bpm_2', 11340.0), (21060.0, 'calories_2', 16740.0), (21360.0, 'distance_1', 25080.0), (21360.0, 'steps_1', 25080.0), (21390.0, 'wake', 210.0), (21600.0, 'light', 4290.0), (23580.0, 'bpm_4', 20820.0), (24780.0, 'bpm_1', 8340.0), (25860.0, 'distance_2', 2100.0), (25860.0, 'steps_2', 2100.0), (25890.0, 'rem', 1200.0), (26100.0, 'bpm_3', 6720.0), (27090.0, 'light', 1200.0), (27180.0, 'calories_3', 21480.0), (28290.0, 'deep', 480.0), (28770.0, 'light', 570.0), (29340.0, 'SleepScore', 74.0), (32040.0, 'distance_2', 7200.0), (32040.0, 'steps_2', 8640.0), (37011.0, 'Weights', 8577000.0), (40140.0, 'bpm_3', 13920.0), (42780.0, 'calories_2', 7200.0), (43920.0, 'distance_2', 13920.0), (43920.0, 'steps_2', 13920.0), (44460.0, 'bpm_4', 12780.0), (45960.0, 'bpm_2', 14580.0), (46423.0, 'Run', 6825000.0), (48720.0, 'calories_3', 23280.0), (53100.0, 'distance_1', 18900.0), (53100.0, 'steps_1', 18900.0), (54480.0, 'bpm_3', 16260.0), (57300.0, 'bpm_4', 14700.0), (57600.0, 'calories_2', 14220.0), (58140.0, 'distance_2', 11100.0), (58140.0, 'steps_2', 11100.0), (60060.0, 'calories_1', 3960.0), (65580.0, 'bpm_1', 0.0), (70860.0, 'calories_1', 0.0)]",0
"[(0.0, 'calories_1', 11460.0), (0.0, 'bpm_4', 20160.0), (180.0, 'distance_1', 21060.0), (180.0, 'steps_1', 21120.0), (1920.0, 'calories_3', 31260.0), (3660.0, 'bpm_3', 28980.0), (3780.0, 'restless', 120.0), (3900.0, 'asleep', 180.0), (4080.0, 'restless', 240.0), (4320.0, 'asleep', 120.0), (4440.0, 'restless', 300.0), (4740.0, 'asleep', 240.0), (4980.0, 'restless', 120.0), (5100.0, 'calories_2', 42720.0), (5100.0, 'asleep', 480.0), (5580.0, 'restless', 180.0), (5760.0, 'asleep', 840.0), (11160.0, 'restless', 120.0), (11280.0, 'asleep', 480.0), (11460.0, 'bpm_2', 2280.0), (11520.0, 'calories_1', 19680.0), (11760.0, 'restless', 300.0), (12060.0, 'asleep', 600.0), (12660.0, 'restless', 180.0), (12840.0, 'asleep', 120.0), (12960.0, 'restless', 240.0), (13200.0, 'asleep', 120.0), (13320.0, 'restless', 120.0), (13440.0, 'asleep', 3660.0), (16800.0, 'bpm_2', 6900.0), (17100.0, 'restless', 60.0), (17160.0, 'asleep', 1500.0), (18660.0, 'restless', 360.0), (18840.0, 'bpm_1', 2040.0), (19020.0, 'asleep', 360.0), (19380.0, 'restless', 660.0), (20040.0, 'asleep', 180.0), (20220.0, 'restless', 180.0), (20400.0, 'asleep', 780.0), (20940.0, 'bpm_4', 25980.0), (21180.0, 'restless', 120.0), (21300.0, 'distance_1', 25560.0), (21300.0, 'asleep', 2460.0), (21360.0, 'steps_1', 25500.0), (23760.0, 'restless', 120.0), (23880.0, 'asleep', 120.0), (24000.0, 'restless', 240.0), (24240.0, 'asleep', 240.0), (24420.0, 'distance_2', 4140.0), (24420.0, 'steps_2', 4140.0), (24480.0, 'restless', 60.0), (24540.0, 'asleep', 180.0), (24720.0, 'restless', 60.0), (26400.0, 'bpm_2', 5760.0), (27960.0, 'bpm_1', 4800.0), (33540.0, 'calories_1', 21240.0), (34080.0, 'calories_3', 37920.0), (34800.0, 'distance_2', 6840.0), (34800.0, 'steps_2', 4020.0), (35997.0, 'Walk', 2202000.0), (39420.0, 'bpm_3', 12960.0), (41580.0, 'bpm_2', 4380.0), (46380.0, 'distance_2', 6660.0), (46380.0, 'steps_2', 8400.0), (46980.0, 'bpm_4', 25020.0), (47006.0, 'Walk', 3737000.0), (48060.0, 'calories_2', 23580.0), (50700.0, 'distance_1', 21300.0), (50700.0, 'steps_1', 21300.0), (51120.0, 'bpm_2', 840.0), (53460.0, 'bpm_3', 16560.0), (53760.0, 'distance_2', 12300.0), (55080.0, 'steps_2', 10980.0), (60600.0, 'bpm_1', 4860.0), (67320.0, 'calories_1', 0.0)]",0
"[(0.0, 'calories_3', 18660.0), (0.0, 'distance_1', 24780.0), (0.0, 'steps_1', 20640.0), (0.0, 'bpm_4', 25560.0), (660.0, 'bpm_3', 43140.0), (1140.0, 'calories_2', 16260.0), (2100.0, 'bpm_2', 0.0), (6000.0, 'distance_2', 240.0), (6000.0, 'steps_2', 240.0), (7860.0, 'calories_1', 37620.0), (10380.0, 'wake', 60.0), (10440.0, 'light', 1020.0), (11460.0, 'deep', 2310.0), (13770.0, 'light', 2220.0), (15990.0, 'rem', 1050.0), (17040.0, 'light', 30.0), (17070.0, 'deep', 1590.0), (18660.0, 'wake', 360.0), (18720.0, 'calories_2', 17280.0), (19020.0, 'light', 570.0), (19590.0, 'wake', 270.0), (19860.0, 'light', 4260.0), (20160.0, 'bpm_2', 10740.0), (20760.0, 'steps_1', 26760.0), (24120.0, 'wake', 510.0), (24600.0, 'bpm_1', 120.0), (24630.0, 'light', 2550.0), (25020.0, 'distance_1', 26460.0), (25440.0, 'distance_2', 0.0), (25440.0, 'steps_2', 9780.0), (27180.0, 'rem', 1500.0), (28680.0, 'light', 90.0), (28770.0, 'wake', 750.0), (29040.0, 'calories_3', 13500.0), (29520.0, 'rem', 330.0), (29850.0, 'light', 2550.0), (32220.0, 'distance_2', 4140.0), (32220.0, 'bpm_4', 36180.0), (32400.0, 'rem', 300.0), (32700.0, 'light', 180.0), (32880.0, 'SleepScore', 63.0), (36180.0, 'calories_2', 18780.0), (36540.0, 'bpm_1', 0.0), (41100.0, 'bpm_2', 13020.0), (41220.0, 'bpm_1', 2640.0), (44100.0, 'bpm_3', 27900.0), (44220.0, 'distance_2', 6900.0), (44220.0, 'steps_2', 6900.0), (44814.0, 'Run', 1332000.0), (45600.0, 'calories_1', 25740.0), (46722.0, 'Walk', 1280000.0), (47700.0, 'calories_3', 24300.0), (49860.0, 'steps_1', 22140.0), (51540.0, 'distance_1', 20460.0), (54360.0, 'distance_2', 6360.0), (54360.0, 'steps_2', 6360.0), (55080.0, 'calories_2', 16800.0), (58260.0, 'bpm_1', 240.0), (58980.0, 'bpm_2', 12960.0), (62760.0, 'bpm_1', 60.0), (67080.0, 'distance_2', 1260.0), (67080.0, 'steps_2', 1260.0)]",2
