sequence,class
"[(0.0, 'calories_1', 21600.0), (0.0, 'bpm_1', 10980.0), (390.0, 'light', 450.0), (840.0, 'wake', 240.0), (1080.0, 'light', 2100.0), (1500.0, 'calories_2', 24960.0), (2760.0, 'distance_1', 40380.0), (2760.0, 'steps_1', 40320.0), (3000.0, 'bpm_2', 20160.0), (3180.0, 'wake', 420.0), (3300.0, 'calories_3', 0.0), (3600.0, 'light', 270.0), (3870.0, 'deep', 1710.0), (5580.0, 'light', 450.0), (6030.0, 'wake', 930.0), (6960.0, 'light', 3210.0), (10170.0, 'rem', 270.0), (10440.0, 'wake', 690.0), (11040.0, 'bpm_1', 11640.0), (11130.0, 'light', 180.0), (11310.0, 'rem', 300.0), (11610.0, 'light', 2340.0), (13740.0, 'bpm_3', 8640.0), (13950.0, 'rem', 330.0), (14280.0, 'wake', 420.0), (14700.0, 'light', 4320.0), (15600.0, 'bpm_4', 21600.0), (19020.0, 'wake', 510.0), (19260.0, 'calories_3', 21180.0), (19530.0, 'light', 1140.0), (20670.0, 'wake', 240.0), (20910.0, 'light', 300.0), (21210.0, 'rem', 600.0), (21660.0, 'calories_1', 19620.0), (21810.0, 'light', 450.0), (22260.0, 'rem', 390.0), (22650.0, 'light', 720.0), (22920.0, 'distance_2', 12660.0), (22920.0, 'steps_2', 12660.0), (23370.0, 'rem', 2040.0), (23488.0, 'Run', 2662000.0), (25410.0, 'SleepScore', 73.0), (27720.0, 'bpm_3', 10560.0), (30780.0, 'calories_2', 16980.0), (37260.0, 'bpm_4', 16440.0), (38520.0, 'distance_2', 12480.0), (38520.0, 'steps_2', 12480.0), (39780.0, 'bpm_1', 1920.0), (40560.0, 'calories_3', 16440.0), (43140.0, 'steps_1', 14400.0), (43260.0, 'distance_1', 14280.0), (44040.0, 'bpm_3', 4020.0), (48060.0, 'calories_2', 23940.0), (48120.0, 'calories_1', 10980.0), (49320.0, 'bpm_3', 10140.0), (49620.0, 'bpm_1', 4320.0), (52020.0, 'bpm_2', 5940.0), (53760.0, 'bpm_4', 18240.0), (55860.0, 'distance_2', 16080.0), (55860.0, 'steps_2', 16080.0), (57600.0, 'distance_1', 14400.0), (57600.0, 'steps_1', 14400.0), (57660.0, 'calories_3', 14040.0), (59482.0, 'Walk', 1792000.0), (59520.0, 'bpm_1', 540.0), (61065.0, 'Weights', 3501000.0), (65880.0, 'bpm_3', 3960.0), (69000.0, 'bpm_1', 240.0)]",0
"[(0.0, 'calories_3', 9120.0), (0.0, 'bpm_2', 11340.0), (60.0, 'calories_2', 11640.0), (120.0, 'calories_1', 27000.0), (270.0, 'wake', 60.0), (300.0, 'bpm_3', 5160.0), (330.0, 'light', 1320.0), (780.0, 'distance_1', 19440.0), (780.0, 'steps_1', 19440.0), (1650.0, 'deep', 330.0), (1980.0, 'light', 1800.0), (2460.0, 'bpm_1', 12120.0), (3780.0, 'rem', 2310.0), (5520.0, 'bpm_4', 0.0), (6090.0, 'light', 2880.0), (8970.0, 'wake', 480.0), (9450.0, 'light', 1200.0), (10650.0, 'wake', 420.0), (11070.0, 'light', 2280.0), (11400.0, 'bpm_2', 12060.0), (11820.0, 'bpm_3', 24960.0), (13350.0, 'rem', 300.0), (13650.0, 'light', 1230.0), (14880.0, 'rem', 2160.0), (17040.0, 'wake', 210.0), (17250.0, 'light', 270.0), (17520.0, 'wake', 600.0), (17640.0, 'calories_2', 12780.0), (18120.0, 'light', 1830.0), (19950.0, 'rem', 270.0), (20160.0, 'bpm_4', 14640.0), (20220.0, 'wake', 660.0), (20340.0, 'distance_1', 22740.0), (20340.0, 'steps_1', 22740.0), (20880.0, 'light', 2550.0), (22800.0, 'distance_2', 7740.0), (22800.0, 'steps_2', 7740.0), (23430.0, 'rem', 300.0), (23520.0, 'bpm_1', 60.0), (23730.0, 'wake', 750.0), (24158.0, 'Run', 5027000.0), (24480.0, 'light', 1830.0), (26310.0, 'SleepScore', 65.0), (26400.0, 'calories_3', 11580.0), (29220.0, 'bpm_1', 120.0), (32820.0, 'calories_1', 20700.0), (34380.0, 'bpm_1', 0.0), (34440.0, 'bpm_2', 60.0), (34860.0, 'distance_2', 11100.0), (34860.0, 'steps_2', 11100.0), (34860.0, 'bpm_4', 10680.0), (34920.0, 'calories_2', 6240.0), (37696.0, 'Walk', 6092000.0), (38400.0, 'calories_3', 13080.0), (43800.0, 'distance_1', 14100.0), (43800.0, 'steps_1', 14100.0), (44400.0, 'bpm_3', 27300.0), (44520.0, 'bpm_2', 0.0), (44812.0, 'Walk', 1280000.0), (45600.0, 'bpm_4', 26400.0), (47940.0, 'calories_2', 24060.0), (50640.0, 'distance_2', 21360.0), (50640.0, 'steps_2', 21360.0), (53820.0, 'calories_3', 18000.0), (55206.0, 'Walk', 1638000.0), (57960.0, 'distance_1', 13680.0), (57960.0, 'steps_1', 13680.0), (59640.0, 'bpm_2', 10620.0), (62340.0, 'calories_1', 9240.0)]",0
"[(0.0, 'calories_1', 27960.0), (0.0, 'bpm_1', 29520.0), (120.0, 'calories_2', 18900.0), (120.0, 'bpm_2', 7920.0), (480.0, 'bpm_3', 0.0), (1200.0, 'distance_1', 17220.0), (1200.0, 'steps_1', 17220.0), (1260.0, 'bpm_4', 60.0), (4800.0, 'calories_3', 120.0), (8700.0, 'wake', 60.0), (8760.0, 'light', 960.0), (9720.0, 'deep', 1410.0), (11130.0, 'light', 270.0), (11400.0, 'wake', 300.0), (11700.0, 'light', 420.0), (12120.0, 'rem', 330.0), (12450.0, 'light', 330.0), (12780.0, 'wake', 240.0), (13020.0, 'light', 1200.0), (13200.0, 'bpm_2', 9060.0), (14220.0, 'deep', 450.0), (14670.0, 'light', 2130.0), (16800.0, 'wake', 720.0), (17520.0, 'light', 630.0), (18150.0, 'rem', 900.0), (19050.0, 'light', 2640.0), (19260.0, 'distance_1', 26940.0), (19260.0, 'steps_1', 26940.0), (20760.0, 'calories_2', 17520.0), (21690.0, 'wake', 360.0), (22050.0, 'light', 210.0), (22200.0, 'distance_2', 13620.0), (22200.0, 'steps_2', 13620.0), (22260.0, 'rem', 300.0), (22320.0, 'bpm_3', 11340.0), (22560.0, 'wake', 360.0), (22860.0, 'bpm_4', 13080.0), (22920.0, 'light', 2760.0), (25680.0, 'SleepScore', 61.0), (25740.0, 'calories_3', 17580.0), (29700.0, 'calories_1', 41940.0), (34260.0, 'bpm_3', 18180.0), (34560.0, 'bpm_1', 32400.0), (34680.0, 'bpm_2', 12240.0), (38940.0, 'calories_2', 15540.0), (46020.0, 'distance_2', 11340.0), (46020.0, 'steps_2', 11340.0), (46140.0, 'calories_3', 25860.0), (46260.0, 'distance_1', 25620.0), (46260.0, 'steps_1', 25620.0), (49740.0, 'bpm_2', 20580.0), (52500.0, 'bpm_4', 5160.0), (54240.0, 'bpm_3', 17760.0), (54900.0, 'calories_2', 16860.0), (63360.0, 'bpm_4', 7200.0), (66540.0, 'distance_2', 5460.0), (66540.0, 'steps_2', 5460.0)]",3
"[(0.0, 'calories_1', 32160.0), (0.0, 'bpm_1', 13260.0), (120.0, 'bpm_2', 22440.0), (360.0, 'distance_1', 17640.0), (360.0, 'steps_1', 17640.0), (1860.0, 'rem', 1110.0), (2880.0, 'calories_2', 14160.0), (2970.0, 'light', 2580.0), (5400.0, 'bpm_3', 4140.0), (5550.0, 'deep', 3000.0), (8550.0, 'light', 60.0), (8610.0, 'rem', 450.0), (9060.0, 'light', 3420.0), (12480.0, 'rem', 1320.0), (13380.0, 'bpm_1', 18180.0), (13800.0, 'light', 2820.0), (16620.0, 'rem', 420.0), (17040.0, 'wake', 480.0), (17520.0, 'light', 30.0), (17550.0, 'rem', 1500.0), (19050.0, 'light', 150.0), (19200.0, 'calories_2', 16440.0), (19200.0, 'wake', 360.0), (19320.0, 'distance_1', 13320.0), (19320.0, 'steps_1', 13320.0), (19560.0, 'light', 1080.0), (20640.0, 'wake', 420.0), (21060.0, 'light', 180.0), (21240.0, 'rem', 1650.0), (22890.0, 'light', 480.0), (23370.0, 'wake', 750.0), (24120.0, 'light', 1560.0), (25680.0, 'rem', 3270.0), (25860.0, 'bpm_2', 20760.0), (26160.0, 'bpm_3', 6060.0), (26220.0, 'distance_2', 1140.0), (26220.0, 'steps_2', 1140.0), (26520.0, 'bpm_4', 15360.0), (28950.0, 'SleepScore', 79.0), (29100.0, 'calories_3', 18000.0), (32160.0, 'distance_2', 9540.0), (32160.0, 'steps_2', 7620.0), (32782.0, 'Sport', 5068000.0), (34080.0, 'calories_1', 15840.0), (37980.0, 'distance_1', 8880.0), (37980.0, 'steps_1', 8880.0), (40140.0, 'bpm_3', 6780.0), (42840.0, 'bpm_1', 2940.0), (43680.0, 'calories_2', 6480.0), (46680.0, 'distance_2', 7860.0), (46680.0, 'steps_2', 8040.0), (46980.0, 'bpm_4', 25020.0), (47169.0, 'Walk', 7015000.0), (50220.0, 'calories_3', 9060.0), (54600.0, 'distance_1', 16920.0), (54600.0, 'steps_1', 16920.0), (54720.0, 'distance_2', 8100.0), (55200.0, 'bpm_3', 16440.0), (56580.0, 'bpm_2', 15000.0), (56640.0, 'steps_2', 8760.0), (58680.0, 'calories_2', 13320.0), (59520.0, 'bpm_1', 0.0), (60180.0, 'calories_3', 10860.0), (60420.0, 'calories_1', 11520.0), (64860.0, 'distance_2', 7140.0), (66240.0, 'steps_2', 5760.0), (66900.0, 'bpm_1', 4260.0), (71650.0, 'Walk', 921000.0)]",0
"[(0.0, 'calories_1', 32880.0), (0.0, 'bpm_1', 23520.0), (1920.0, 'bpm_2', 18900.0), (2160.0, 'bpm_3', 12780.0), (2400.0, 'distance_1', 18600.0), (2400.0, 'steps_1', 18600.0), (2580.0, 'bpm_4', 0.0), (2640.0, 'calories_2', 21960.0), (4950.0, 'deep', 450.0), (4950.0, 'deep', 450.0), (5400.0, 'light', 30.0), (5400.0, 'light', 30.0), (5430.0, 'rem', 570.0), (5430.0, 'rem', 570.0), (6000.0, 'wake', 480.0), (6000.0, 'wake', 480.0), (6480.0, 'light', 5550.0), (6480.0, 'light', 5550.0), (12030.0, 'wake', 450.0), (12030.0, 'wake', 450.0), (12480.0, 'SleepScore', 66.0), (20580.0, 'bpm_3', 25260.0), (21900.0, 'distance_1', 24000.0), (21900.0, 'steps_1', 24000.0), (22500.0, 'bpm_2', 20700.0), (23100.0, 'restless', 60.0), (23100.0, 'restless', 60.0), (23160.0, 'asleep', 1020.0), (23160.0, 'asleep', 1020.0), (23760.0, 'distance_2', 11280.0), (23760.0, 'steps_2', 11280.0), (24180.0, 'restless', 180.0), (24180.0, 'restless', 180.0), (24360.0, 'bpm_4', 6180.0), (24360.0, 'asleep', 1380.0), (24360.0, 'asleep', 1380.0), (25500.0, 'calories_2', 24000.0), (25560.0, 'bpm_1', 17340.0), (25740.0, 'restless', 60.0), (25740.0, 'restless', 60.0), (25800.0, 'asleep', 1200.0), (25800.0, 'asleep', 1200.0), (27240.0, 'calories_3', 11460.0), (34380.0, 'calories_1', 37620.0), (38160.0, 'bpm_4', 13560.0), (38400.0, 'distance_2', 15300.0), (38400.0, 'steps_2', 9420.0), (40800.0, 'calories_3', 31020.0), (41776.0, 'Walk', 3942000.0), (45900.0, 'bpm_3', 24960.0), (47640.0, 'distance_1', 24360.0), (47640.0, 'steps_1', 24360.0), (48720.0, 'steps_2', 6420.0), (50160.0, 'bpm_2', 8580.0), (51300.0, 'calories_2', 20640.0), (51900.0, 'bpm_1', 4920.0), (53760.0, 'distance_2', 13920.0), (55140.0, 'bpm_4', 12660.0), (61380.0, 'bpm_1', 9420.0), (61740.0, 'steps_2', 660.0), (62640.0, 'bpm_2', 9360.0), (67680.0, 'steps_2', 0.0)]",2
"[(0.0, 'calories_1', 22500.0), (0.0, 'bpm_1', 7560.0), (450.0, 'rem', 1320.0), (660.0, 'calories_2', 21660.0), (1770.0, 'light', 660.0), (2430.0, 'deep', 2820.0), (2520.0, 'bpm_2', 41880.0), (3000.0, 'distance_1', 36840.0), (3000.0, 'steps_1', 42960.0), (5250.0, 'light', 1530.0), (6780.0, 'wake', 210.0), (6990.0, 'light', 8130.0), (7620.0, 'bpm_1', 6660.0), (14340.0, 'bpm_1', 9360.0), (15120.0, 'rem', 1110.0), (16080.0, 'bpm_4', 18840.0), (16230.0, 'wake', 240.0), (16470.0, 'light', 450.0), (16920.0, 'rem', 270.0), (17190.0, 'light', 1680.0), (18870.0, 'wake', 750.0), (19620.0, 'rem', 360.0), (19740.0, 'calories_3', 18840.0), (19980.0, 'light', 1350.0), (20820.0, 'bpm_3', 24480.0), (21330.0, 'rem', 2310.0), (22560.0, 'calories_1', 25440.0), (22620.0, 'distance_2', 6900.0), (22620.0, 'steps_2', 6900.0), (23640.0, 'light', 600.0), (24240.0, 'wake', 540.0), (24420.0, 'calories_2', 24660.0), (24780.0, 'light', 480.0), (25260.0, 'wake', 480.0), (25740.0, 'rem', 270.0), (26010.0, 'SleepScore', 76.0), (34860.0, 'distance_2', 10800.0), (36300.0, 'bpm_1', 480.0), (38940.0, 'bpm_4', 14280.0), (39900.0, 'steps_2', 15900.0), (40080.0, 'calories_3', 15480.0), (41100.0, 'distance_1', 30780.0), (45420.0, 'bpm_3', 26400.0), (46140.0, 'steps_1', 25740.0), (46157.0, 'Run', 4644000.0), (50700.0, 'distance_2', 6240.0), (55080.0, 'bpm_1', 60.0), (55200.0, 'bpm_4', 15180.0), (55320.0, 'calories_2', 16620.0), (55860.0, 'steps_2', 13920.0), (56280.0, 'calories_1', 15180.0), (58620.0, 'calories_3', 13380.0), (59220.0, 'bpm_2', 12780.0), (61020.0, 'distance_2', 8760.0), (61587.0, 'Walk', 3584000.0), (69000.0, 'bpm_1', 60.0)]",2
"[(0.0, 'calories_1', 12960.0), (0.0, 'bpm_1', 22380.0), (60.0, 'calories_2', 15900.0), (360.0, 'calories_3', 240.0), (420.0, 'bpm_2', 34740.0), (780.0, 'wake', 480.0), (1140.0, 'distance_1', 14400.0), (1140.0, 'steps_1', 14400.0), (1140.0, 'bpm_3', 4740.0), (1260.0, 'light', 780.0), (2040.0, 'deep', 2010.0), (4050.0, 'light', 240.0), (4290.0, 'rem', 330.0), (4620.0, 'light', 240.0), (4860.0, 'wake', 510.0), (5370.0, 'light', 3810.0), (9180.0, 'rem', 1380.0), (10560.0, 'light', 1920.0), (12480.0, 'deep', 360.0), (12840.0, 'light', 1080.0), (13020.0, 'calories_1', 10320.0), (13920.0, 'rem', 990.0), (14910.0, 'light', 2610.0), (15900.0, 'calories_3', 0.0), (17520.0, 'rem', 1650.0), (18960.0, 'calories_2', 19740.0), (19170.0, 'light', 3210.0), (20460.0, 'distance_1', 23880.0), (20460.0, 'steps_1', 23880.0), (22380.0, 'rem', 990.0), (22440.0, 'bpm_1', 11160.0), (23370.0, 'light', 1860.0), (23400.0, 'calories_1', 15360.0), (23520.0, 'distance_2', 300.0), (23520.0, 'steps_2', 300.0), (23520.0, 'bpm_3', 11460.0), (23880.0, 'bpm_4', 300.0), (25230.0, 'wake', 330.0), (25560.0, 'rem', 270.0), (25830.0, 'wake', 930.0), (25860.0, 'calories_3', 2160.0), (26760.0, 'SleepScore', 75.0), (32700.0, 'bpm_4', 13080.0), (33300.0, 'distance_2', 11520.0), (33300.0, 'steps_2', 11640.0), (35420.0, 'Cross Country Skiing', 7181000.0), (36300.0, 'calories_3', 10920.0), (43680.0, 'bpm_3', 11340.0), (44400.0, 'distance_1', 27540.0), (44400.0, 'steps_1', 27540.0), (44880.0, 'distance_2', 9180.0), (45000.0, 'steps_2', 9060.0), (45840.0, 'bpm_4', 11340.0), (46740.0, 'bpm_2', 25260.0), (47100.0, 'calories_2', 24900.0), (47460.0, 'calories_3', 12720.0), (48240.0, 'calories_1', 2160.0), (48813.0, 'Walk', 4659000.0), (56400.0, 'bpm_3', 15540.0), (57780.0, 'calories_1', 9600.0), (59100.0, 'distance_2', 9780.0), (59100.0, 'steps_2', 9780.0), (59100.0, 'bpm_4', 9840.0), (59580.0, 'bpm_1', 9720.0), (62700.0, 'calories_3', 8340.0)]",2
"[(0.0, 'calories_1', 35040.0), (0.0, 'bpm_3', 9120.0), (60.0, 'bpm_2', 19200.0), (450.0, 'light', 780.0), (1230.0, 'deep', 330.0), (1560.0, 'calories_2', 20520.0), (1560.0, 'distance_1', 48720.0), (1560.0, 'steps_1', 48960.0), (1560.0, 'light', 390.0), (1950.0, 'deep', 990.0), (2220.0, 'bpm_1', 23520.0), (2940.0, 'light', 330.0), (3270.0, 'deep', 1980.0), (5250.0, 'light', 2850.0), (8100.0, 'deep', 1470.0), (9570.0, 'light', 1110.0), (10680.0, 'rem', 360.0), (11040.0, 'light', 30.0), (11070.0, 'wake', 750.0), (11820.0, 'rem', 600.0), (12420.0, 'wake', 360.0), (12780.0, 'light', 2880.0), (15660.0, 'wake', 930.0), (16500.0, 'calories_3', 15960.0), (16590.0, 'light', 2970.0), (18960.0, 'bpm_3', 30600.0), (19560.0, 'wake', 210.0), (19770.0, 'rem', 330.0), (20100.0, 'light', 420.0), (20520.0, 'rem', 330.0), (20850.0, 'wake', 300.0), (21150.0, 'light', 240.0), (21390.0, 'rem', 1050.0), (21480.0, 'bpm_2', 20820.0), (22440.0, 'calories_2', 24480.0), (22440.0, 'wake', 420.0), (22860.0, 'rem', 4230.0), (25800.0, 'distance_2', 5220.0), (25800.0, 'steps_2', 5220.0), (26280.0, 'bpm_4', 11760.0), (27090.0, 'light', 330.0), (27420.0, 'rem', 1470.0), (28890.0, 'SleepScore', 76.0), (33180.0, 'calories_3', 22140.0), (34860.0, 'distance_2', 4920.0), (34860.0, 'steps_2', 4920.0), (35520.0, 'bpm_1', 540.0), (35700.0, 'calories_1', 36240.0), (36192.0, 'Walk', 973000.0), (40620.0, 'bpm_4', 13080.0), (42060.0, 'distance_2', 5400.0), (42060.0, 'steps_2', 5400.0), (42360.0, 'bpm_2', 26640.0), (47820.0, 'bpm_1', 10140.0), (48420.0, 'calories_2', 23400.0), (49620.0, 'bpm_3', 22380.0), (50520.0, 'distance_1', 21480.0), (50640.0, 'steps_1', 21360.0), (54000.0, 'bpm_4', 17700.0), (54240.0, 'distance_2', 15180.0), (54240.0, 'steps_2', 15180.0), (57660.0, 'calories_3', 14340.0), (59437.0, 'Walk', 5786000.0)]",1
"[(0.0, 'calories_1', 33420.0), (0.0, 'bpm_1', 17340.0), (1440.0, 'distance_1', 21900.0), (1440.0, 'steps_1', 21900.0), (1500.0, 'bpm_2', 20400.0), (1500.0, 'light', 900.0), (2160.0, 'calories_2', 11880.0), (2400.0, 'wake', 270.0), (2670.0, 'light', 3870.0), (2940.0, 'bpm_3', 4080.0), (6540.0, 'wake', 390.0), (6930.0, 'light', 420.0), (7350.0, 'wake', 270.0), (7620.0, 'light', 720.0), (8340.0, 'deep', 420.0), (8760.0, 'light', 2100.0), (10860.0, 'rem', 330.0), (11190.0, 'light', 600.0), (11790.0, 'wake', 810.0), (12600.0, 'light', 3840.0), (15600.0, 'calories_2', 11340.0), (16440.0, 'rem', 1110.0), (17400.0, 'bpm_1', 8940.0), (17550.0, 'light', 660.0), (17580.0, 'bpm_3', 1200.0), (18210.0, 'rem', 270.0), (18480.0, 'light', 570.0), (19050.0, 'rem', 330.0), (19380.0, 'light', 1230.0), (20610.0, 'wake', 1170.0), (20880.0, 'calories_3', 14640.0), (21780.0, 'light', 420.0), (22200.0, 'wake', 270.0), (22470.0, 'light', 210.0), (22680.0, 'rem', 2220.0), (24900.0, 'light', 180.0), (25080.0, 'rem', 1620.0), (25680.0, 'distance_1', 20220.0), (25680.0, 'steps_1', 20220.0), (25740.0, 'bpm_2', 17820.0), (26460.0, 'bpm_3', 17280.0), (26640.0, 'distance_2', 5580.0), (26640.0, 'steps_2', 5580.0), (26700.0, 'light', 240.0), (26940.0, 'wake', 210.0), (27150.0, 'light', 2040.0), (27420.0, 'bpm_4', 13740.0), (29190.0, 'wake', 450.0), (29280.0, 'calories_2', 17760.0), (29640.0, 'SleepScore', 73.0), (34920.0, 'distance_2', 7080.0), (34920.0, 'steps_2', 7080.0), (35580.0, 'calories_3', 20640.0), (36120.0, 'bpm_1', 2880.0), (37200.0, 'calories_1', 34740.0), (41580.0, 'bpm_4', 14460.0), (43680.0, 'distance_2', 7920.0), (43680.0, 'steps_2', 7920.0), (44410.0, 'Sport', 3482000.0), (47892.0, 'Walk', 1536000.0), (49428.0, 'Sport', 1484000.0), (51660.0, 'distance_1', 20340.0), (51660.0, 'steps_1', 20340.0), (51960.0, 'bpm_3', 19680.0), (52620.0, 'bpm_2', 15720.0), (54720.0, 'bpm_1', 6300.0), (55440.0, 'calories_2', 16440.0), (57540.0, 'distance_2', 8220.0), (57540.0, 'steps_2', 8220.0), (58200.0, 'bpm_4', 13800.0), (58440.0, 'calories_3', 13560.0)]",1
"[(0.0, 'calories_1', 31200.0), (0.0, 'bpm_2', 11400.0), (240.0, 'calories_2', 19920.0), (300.0, 'bpm_1', 27600.0), (1410.0, 'deep', 2250.0), (2640.0, 'distance_1', 16680.0), (2640.0, 'steps_1', 16680.0), (3660.0, 'light', 6930.0), (10590.0, 'wake', 1440.0), (12030.0, 'light', 1710.0), (13740.0, 'rem', 360.0), (14100.0, 'wake', 1110.0), (14460.0, 'calories_3', 41100.0), (15210.0, 'light', 1860.0), (15420.0, 'bpm_2', 19800.0), (15540.0, 'bpm_3', 32220.0), (17070.0, 'rem', 270.0), (17340.0, 'light', 330.0), (17670.0, 'deep', 1260.0), (18930.0, 'rem', 1710.0), (20640.0, 'wake', 270.0), (20820.0, 'distance_1', 25680.0), (20820.0, 'steps_1', 25680.0), (20910.0, 'light', 1560.0), (21780.0, 'calories_2', 25980.0), (22380.0, 'distance_2', 11400.0), (22380.0, 'steps_2', 11400.0), (22470.0, 'rem', 510.0), (22740.0, 'bpm_4', 30420.0), (22980.0, 'light', 150.0), (23130.0, 'rem', 2610.0), (25740.0, 'SleepScore', 73.0), (28380.0, 'bpm_1', 19020.0), (31380.0, 'calories_1', 37200.0), (35820.0, 'distance_2', 16740.0), (35820.0, 'steps_2', 16740.0), (37423.0, 'Sport', 2150000.0), (39573.0, 'Walk', 1639000.0), (41212.0, 'Sport', 1945000.0), (43260.0, 'bpm_2', 28440.0), (46560.0, 'distance_1', 25440.0), (46560.0, 'steps_1', 25440.0), (49020.0, 'calories_2', 22980.0), (49320.0, 'bpm_3', 22680.0), (55320.0, 'distance_2', 13440.0), (55320.0, 'steps_2', 13440.0), (55380.0, 'bpm_4', 15600.0), (55620.0, 'calories_3', 15960.0), (62700.0, 'bpm_1', 660.0)]",3
"[(0.0, 'calories_1', 35040.0), (0.0, 'bpm_1', 31440.0), (120.0, 'calories_2', 24780.0), (300.0, 'light', 2250.0), (720.0, 'distance_1', 36060.0), (720.0, 'steps_1', 20880.0), (1200.0, 'bpm_2', 14460.0), (2550.0, 'rem', 630.0), (3180.0, 'light', 5520.0), (6300.0, 'bpm_3', 0.0), (8700.0, 'rem', 1680.0), (10380.0, 'light', 3540.0), (13920.0, 'wake', 300.0), (14220.0, 'light', 360.0), (14580.0, 'rem', 1200.0), (15780.0, 'light', 2490.0), (18270.0, 'rem', 900.0), (19170.0, 'light', 990.0), (19320.0, 'bpm_2', 17340.0), (20160.0, 'rem', 270.0), (20430.0, 'light', 3000.0), (21600.0, 'bpm_3', 15360.0), (21660.0, 'steps_1', 15120.0), (22080.0, 'bpm_4', 32100.0), (23430.0, 'rem', 330.0), (23700.0, 'distance_2', 8520.0), (23700.0, 'steps_2', 8520.0), (23760.0, 'wake', 330.0), (24090.0, 'SleepScore', 82.0), (24600.0, 'calories_3', 30840.0), (25140.0, 'calories_2', 15120.0), (35280.0, 'distance_2', 18780.0), (35280.0, 'steps_2', 16560.0), (37245.0, 'Sport', 4249000.0), (37740.0, 'bpm_1', 24120.0), (38700.0, 'calories_1', 31320.0), (41520.0, 'distance_1', 17340.0), (41520.0, 'steps_1', 17340.0), (47280.0, 'bpm_3', 10020.0), (48420.0, 'bpm_2', 17400.0), (50820.0, 'calories_2', 11100.0), (53940.0, 'steps_2', 11580.0), (57180.0, 'calories_3', 14580.0), (57720.0, 'bpm_3', 14280.0), (59340.0, 'distance_1', 12600.0), (59340.0, 'steps_1', 12600.0), (62220.0, 'calories_2', 9780.0), (63060.0, 'bpm_4', 8700.0), (64680.0, 'distance_2', 6480.0), (70920.0, 'steps_2', 240.0)]",1
"[(0.0, 'calories_3', 2640.0), (0.0, 'bpm_1', 15240.0), (60.0, 'calories_1', 33660.0), (240.0, 'calories_2', 8940.0), (2340.0, 'bpm_2', 25080.0), (2970.0, 'wake', 30.0), (3000.0, 'light', 840.0), (3840.0, 'deep', 2070.0), (4380.0, 'distance_1', 17760.0), (4380.0, 'steps_1', 17760.0), (5580.0, 'bpm_3', 12300.0), (5910.0, 'light', 1140.0), (7050.0, 'rem', 2340.0), (9390.0, 'light', 1770.0), (11160.0, 'deep', 1230.0), (12390.0, 'light', 600.0), (12990.0, 'wake', 360.0), (13080.0, 'calories_2', 12660.0), (13350.0, 'light', 1530.0), (14880.0, 'wake', 300.0), (15180.0, 'light', 30.0), (15210.0, 'rem', 930.0), (15480.0, 'bpm_1', 28560.0), (16140.0, 'light', 1980.0), (18120.0, 'wake', 600.0), (18720.0, 'light', 1680.0), (20400.0, 'wake', 360.0), (20760.0, 'light', 240.0), (21000.0, 'wake', 840.0), (21840.0, 'light', 2760.0), (24600.0, 'wake', 750.0), (25350.0, 'light', 330.0), (25680.0, 'rem', 1860.0), (26100.0, 'distance_1', 15240.0), (26100.0, 'steps_1', 15240.0), (26220.0, 'distance_2', 8640.0), (26220.0, 'steps_2', 8640.0), (26460.0, 'bpm_3', 16920.0), (27480.0, 'bpm_2', 24360.0), (27540.0, 'light', 540.0), (28020.0, 'bpm_4', 9780.0), (28080.0, 'rem', 270.0), (28350.0, 'light', 330.0), (28680.0, 'wake', 600.0), (29280.0, 'light', 330.0), (29610.0, 'SleepScore', 69.0), (29700.0, 'calories_3', 40740.0), (30360.0, 'calories_2', 19320.0), (34560.0, 'calories_1', 37440.0), (36600.0, 'distance_2', 10020.0), (36600.0, 'steps_2', 10020.0), (37920.0, 'bpm_4', 8460.0), (41520.0, 'distance_1', 15360.0), (41520.0, 'steps_1', 15360.0), (44160.0, 'bpm_3', 27780.0), (46560.0, 'bpm_4', 8880.0), (47100.0, 'distance_2', 19680.0), (47100.0, 'steps_2', 19680.0), (48791.0, 'Sport', 1433000.0), (50280.0, 'calories_2', 21000.0), (51960.0, 'bpm_2', 20040.0), (52020.0, 'bpm_1', 19560.0), (52682.0, 'Sport', 1433000.0), (57360.0, 'distance_1', 14640.0), (57360.0, 'steps_1', 14640.0), (61740.0, 'bpm_4', 5100.0)]",0
